Country Code,Country WHO Region,Country Income Group,Year,Expenditure,percapita,%GDP
MLI,AFR,Low,2007,427.5450974,31.26333834,5.24872465
MLI,AFR,Low,2008,468.5992739,33.14415863,4.80574051
MLI,AFR,Low,2009,478.1015552,32.73189198,4.6960075
MLI,AFR,Low,2010,472.8828279,31.3685016,4.42826054
MLI,AFR,Low,2011,532.144783,34.24137183,4.10032662
MLI,AFR,Low,2012,547.7732781,34.22156377,4.40235004
MLI,AFR,Low,2013,695.2962452,42.195893,5.42638571
MLI,AFR,Low,2014,811.6873239,47.85089271,5.79608207
MLI,AFR,Low,2015,738.8788778,42.29922694,5.79663385
MLT,EUR,Hi,2000,249.2789387,641.2171517,6.53913569
MLT,EUR,Hi,2001,267.080796,682.3468595,7.00014951
MLT,EUR,Hi,2002,328.0985055,831.3847407,7.71945155
MLT,EUR,Hi,2003,427.1823647,1075.224429,7.95137823
MLT,EUR,Hi,2004,489.2640098,1223.566861,8.11776552
MLT,EUR,Hi,2005,556.2001439,1381.287174,8.69086353
MLT,EUR,Hi,2006,597.6558126,1475.697008,8.84483111
MLT,EUR,Hi,2007,647.3063236,1595.859935,8.2140165
MLT,EUR,Hi,2008,714.4885116,1751.918711,7.96596342
MLT,EUR,Hi,2009,689.2996109,1677.430026,8.08034405
MLT,EUR,Hi,2010,717.5377913,1733.070044,8.2099066
MLT,EUR,Hi,2011,813.605102,1960.546188,8.56188329
MLT,EUR,Hi,2012,793.0951991,1899.419942,8.62151508
MLT,EUR,Hi,2013,896.9002207,2128.563951,8.85264377
MLT,EUR,Hi,2014,1058.019611,2487.21064,9.45605812
MLT,EUR,Hi,2015,989.285779,2304.179816,9.61684153
MHL,WPR,Up-Mid,2000,27.918126,535.2504074,25.15146486
MHL,WPR,Up-Mid,2001,24.638935,472.1640189,21.42516087
MHL,WPR,Up-Mid,2002,23.825941,456.8031941,19.0607528
MHL,WPR,Up-Mid,2003,24.148662,463.3636887,19.01469449
MHL,WPR,Up-Mid,2004,28.400712,545.3914045,21.67993282
MHL,WPR,Up-Mid,2005,36.278616,696.9285563,26.28885217
MHL,WPR,Up-Mid,2006,39.481663,758.1255617,27.41782153
MHL,WPR,Up-Mid,2007,34.47324,661.2049025,22.82996026
MHL,WPR,Up-Mid,2008,33.271297,637.1614577,21.74594575
MHL,WPR,Up-Mid,2009,31.976781,611.1770069,20.89985686
MHL,WPR,Up-Mid,2010,31.846697,607.4715689,19.30102848
MHL,WPR,Up-Mid,2011,32.977766,627.6458072,19.06229249
MHL,WPR,Up-Mid,2012,34.610727,657.2114578,18.70850108
MHL,WPR,Up-Mid,2013,37.149932,703.6904893,19.45022618
MHL,WPR,Up-Mid,2014,34.388478,650.0903248,18.79151803
MHL,WPR,Up-Mid,2015,39.587787,747.0239461,22.11608212
MRT,AFR,Low-Mid,2000,57.73260061,21.30858281,4.46275632
MRT,AFR,Low-Mid,2001,60.00421788,21.50127005,4.63159635
MRT,AFR,Low-Mid,2002,68.69766564,23.90957684,5.18698253
MRT,AFR,Low-Mid,2003,79.95251529,27.03731888,5.11507384
MRT,AFR,Low-Mid,2004,87.10808225,28.6273905,4.61103807
MRT,AFR,Low-Mid,2005,97.56033851,31.16226891,4.46613856
MRT,AFR,Low-Mid,2006,103.2388864,32.05526531,3.39521358
MRT,AFR,Low-Mid,2007,121.8255979,36.77570714,3.62926312
MRT,AFR,Low-Mid,2008,153.0183904,44.9058105,3.79599561
MRT,AFR,Low-Mid,2009,143.0859456,40.80838357,3.90701488
MRT,AFR,Low-Mid,2010,144.6523507,40.07497643,3.33470142
MRT,AFR,Low-Mid,2011,163.5862635,44.00233895,3.16638586
MRT,AFR,Low-Mid,2012,174.9357513,45.67228084,3.34404904
MRT,AFR,Low-Mid,2013,204.6236051,51.85372274,3.62819069
MRT,AFR,Low-Mid,2014,225.4510595,55.47625433,4.20351497
MRT,AFR,Low-Mid,2015,224.2216943,53.61152863,4.63981866
MUS,AFR,Up-Mid,2000,141.0050638,118.9770567,4.66836846
MUS,AFR,Up-Mid,2001,142.635516,119.4685359,5.36825937
MUS,AFR,Up-Mid,2002,163.3760423,135.9414303,5.53717104
MUS,AFR,Up-Mid,2003,195.8592865,162.0018681,3.02370774
MUS,AFR,Up-Mid,2004,230.892071,189.9287977,3.09160277
MUS,AFR,Up-Mid,2005,241.5595043,197.6750501,3.37463237
MUS,AFR,Up-Mid,2006,256.8530221,209.1470079,3.36728263
MUS,AFR,Up-Mid,2007,291.0134251,235.8463658,3.50962338
MUS,AFR,Up-Mid,2008,398.8146994,321.8082402,3.72275658
MUS,AFR,Up-Mid,2009,385.8308026,310.1473948,3.81566722
MUS,AFR,Up-Mid,2010,458.1502402,367.1208018,3.73474142
MUS,AFR,Up-Mid,2011,496.1935356,396.6302263,4.13661975
MUS,AFR,Up-Mid,2012,499.0410266,398.1590659,4.36723945
MUS,AFR,Up-Mid,2013,557.0242396,443.7414778,4.71432066
MUS,AFR,Up-Mid,2014,677.0960105,538.5664793,4.40558808
MUS,AFR,Up-Mid,2015,637.3811149,506.0765242,4.3600865
MEX,AMR,Up-Mid,2000,31495.79433,309.6332636,4.85635046
MEX,AMR,Up-Mid,2001,36475.78733,353.903415,5.25273357
MEX,AMR,Up-Mid,2002,39158.64692,375.242382,5.40640927
MEX,AMR,Up-Mid,2003,42409.8419,401.454563,5.94540682
MEX,AMR,Up-Mid,2004,46573.9852,435.2888586,6.04852816
MEX,AMR,Up-Mid,2005,51210.61945,472.1081183,5.92160603
MEX,AMR,Up-Mid,2006,55160.41758,501.0375703,5.71446221
MEX,AMR,Up-Mid,2007,60703.19775,542.7859539,5.819359
MEX,AMR,Up-Mid,2008,63256.736,556.534658,5.74396167
MEX,AMR,Up-Mid,2009,55170.93938,477.6488505,6.17559343
MEX,AMR,Up-Mid,2010,63204.96552,538.7447669,6.01995175
MEX,AMR,Up-Mid,2011,67301.24504,565.1291916,5.75539233
MEX,AMR,Up-Mid,2012,70170.84682,580.7484071,5.92407184
MEX,AMR,Up-Mid,2013,75711.87486,617.8746982,6.01401745
MEX,AMR,Up-Mid,2014,73712.90469,593.3984484,5.69102741
MEX,AMR,Up-Mid,2015,67327.85547,534.8109296,5.86449037
FSM,WPR,Low-Mid,2000,18.09271,168.4108087,7.73192735
FSM,WPR,Low-Mid,2001,20.28852,189.3203938,8.41847303
FSM,WPR,Low-Mid,2002,18.99224,177.5257751,7.81573663
FSM,WPR,Low-Mid,2003,23.36423,218.7334295,9.49765447
FSM,WPR,Low-Mid,2004,25.0117,234.681967,10.37829876
FSM,WPR,Low-Mid,2005,28.76987,270.9129346,11.4620996
FSM,WPR,Low-Mid,2006,27.05816,256.0289164,10.6528189
FSM,WPR,Low-Mid,2007,28.42036,270.4691753,11.05850584
FSM,WPR,Low-Mid,2008,31.2908,299.4965447,11.85257576
FSM,WPR,Low-Mid,2009,35.14726,338.0844556,12.55259286
FSM,WPR,Low-Mid,2010,38.44566,371.0398008,12.94466667
FSM,WPR,Low-Mid,2011,40.09175,387.4797039,12.89123794
FSM,WPR,Low-Mid,2012,39.05348,377.3173724,11.97959509
FSM,WPR,Low-Mid,2013,37.69167,363.4613604,11.92774367
FSM,WPR,Low-Mid,2014,39.43333,379.111955,12.40041824
FSM,WPR,Low-Mid,2015,41.23822,394.8772898,13.09149841
MCO,EUR,Hi,2000,45.26600665,1410.947156,1.7343144
MCO,EUR,Hi,2001,46.46936315,1436.012458,1.76268415
MCO,EUR,Hi,2002,51.20500202,1569.309572,1.7893039
MCO,EUR,Hi,2003,73.42981266,2229.672749,2.08323659
MCO,EUR,Hi,2004,86.11714243,2585.013581,2.12556236
MCO,EUR,Hi,2005,88.9630292,2632.587494,2.11666759
MCO,EUR,Hi,2006,92.56753897,2690.291181,2.01992917
MCO,EUR,Hi,2007,104.9496848,2989.08276,1.78848015
MCO,EUR,Hi,2008,124.6442541,3476.536249,1.92448523
MCO,EUR,Hi,2009,124.1340468,3397.767745,2.27668525
MCO,EUR,Hi,2010,124.9976146,3369.752913,2.33102321
MCO,EUR,Hi,2011,132.4976967,3533.554597,2.17897712
MCO,EUR,Hi,2012,128.382302,3397.885345,2.23542721
MCO,EUR,Hi,2013,140.9352113,3711.653929,2.14871755
MCO,EUR,Hi,2014,147.4018699,3865.56881,2.0883706
MCO,EUR,Hi,2015,127.018998,3315.816901,2.03063504
MNG,WPR,Low-Mid,2000,65.84198734,27.46350157,5.48775821
MNG,WPR,Low-Mid,2001,64.02993403,26.46109972,4.93321316
MNG,WPR,Low-Mid,2002,71.2830382,29.17061595,5.06261401
MNG,WPR,Low-Mid,2003,70.81280868,28.67744307,4.39342314
MNG,WPR,Low-Mid,2004,84.91695545,34.0098795,4.23138234
MNG,WPR,Low-Mid,2005,106.6595789,42.21724069,4.22670024
MNG,WPR,Low-Mid,2006,119.6974847,46.7931678,3.47723379
MNG,WPR,Low-Mid,2007,165.1656151,63.7294158,3.83362233
MNG,WPR,Low-Mid,2008,234.9221864,89.3875482,4.12501955
MNG,WPR,Low-Mid,2009,190.28352,71.31293501,4.1652237
MNG,WPR,Low-Mid,2010,260.4904772,96.02804535,4.17872934
MNG,WPR,Low-Mid,2011,357.555472,129.477965,4.05163322
MNG,WPR,Low-Mid,2012,452.8891811,160.9285044,3.68419125
MNG,WPR,Low-Mid,2013,503.3610009,175.441697,4.00060481
MNG,WPR,Low-Mid,2014,467.9194925,160.0328782,3.82708813
MNG,WPR,Low-Mid,2015,453.8468825,152.4573849,3.86991881
MNE,EUR,Up-Mid,2000,66.24015457,107.9603536,6.7433223
MNE,EUR,Up-Mid,2001,88.00912744,143.5301952,7.59325082
MNE,EUR,Up-Mid,2002,98.33638493,160.3183415,7.67602252
MNE,EUR,Up-Mid,2003,142.207818,231.5722403,8.34223081
MNE,EUR,Up-Mid,2004,163.8554217,266.3687776,7.8994012
MNE,EUR,Up-Mid,2005,173.7559036,281.8937156,7.70269972
MNE,EUR,Up-Mid,2006,195.1574457,315.874616,7.23871568
MNE,EUR,Up-Mid,2007,242.1578088,390.9024426,6.60151101
MNE,EUR,Up-Mid,2008,278.8540292,448.8921196,6.17436676
MNE,EUR,Up-Mid,2009,229.0358788,367.7211903,5.52882316
MNE,EUR,Up-Mid,2010,242.3405608,388.1889854,5.85572344
MNE,EUR,Up-Mid,2011,264.743923,423.2746832,5.831664
MNE,EUR,Up-Mid,2012,251.0372387,400.7708325,6.14216545
MNE,EUR,Up-Mid,2013,269.9111005,430.4156961,6.04690782
MNE,EUR,Up-Mid,2014,269.9153862,430.0247998,5.88303142
MNE,EUR,Up-Mid,2015,240.0168972,382.0842137,5.97029617
MAR,EMR,Low-Mid,2000,1545.822738,53.58208131,3.97807296
MAR,EMR,Low-Mid,2001,1629.613089,55.84341273,4.12981951
MAR,EMR,Low-Mid,2002,1871.075004,63.39969074,4.42979258
MAR,EMR,Low-Mid,2003,2370.826529,79.44081001,4.55366419
MAR,EMR,Low-Mid,2004,2819.823973,93.43574485,4.7291925
MAR,EMR,Low-Mid,2005,2970.454287,97.32471002,4.76469852
MAR,EMR,Low-Mid,2006,3391.712736,109.8731647,4.94123764
MAR,EMR,Low-Mid,2007,4286.35391,137.2692706,5.42293508
MAR,EMR,Low-Mid,2008,4905.197008,155.243204,5.30251674
MAR,EMR,Low-Mid,2009,5426.359981,169.6273039,5.84124489
MAR,EMR,Low-Mid,2010,5466.339731,168.6640117,5.86408866
MAR,EMR,Low-Mid,2011,5811.580525,176.8651459,5.73299337
MAR,EMR,Low-Mid,2012,5649.716186,169.4891687,5.74942274
MAR,EMR,Low-Mid,2013,6033.493112,178.3749983,5.64798429
MAR,EMR,Low-Mid,2014,6224.766061,181.3844393,5.66501093
MAR,EMR,Low-Mid,2015,5560.632039,159.7730251,5.52786362
MOZ,AFR,Low,2000,178.6075262,9.88546714,3.71452574
MOZ,AFR,Low,2001,196.3583677,10.56328603,4.29839193
MOZ,AFR,Low,2002,193.6601064,10.11826368,3.89322183
MOZ,AFR,Low,2003,294.1104524,14.91689654,5.30047548
MOZ,AFR,Low,2004,340.407296,16.7583439,5.04393348
MOZ,AFR,Low,2005,489.0969919,23.37596691,6.43965093
MOZ,AFR,Low,2006,503.1051855,23.34869704,6.16022508
MOZ,AFR,Low,2007,508.9469171,22.93753562,5.43359395
MOZ,AFR,Low,2008,530.5012778,23.21998061,4.61514185
MOZ,AFR,Low,2009,541.4046695,23.01493027,4.96171316
MOZ,AFR,Low,2010,519.7242863,21.45723117,5.11829814
MOZ,AFR,Low,2011,582.4531285,23.35510693,4.43564825
MOZ,AFR,Low,2012,785.9124513,30.60811274,5.14836046
MOZ,AFR,Low,2013,752.5853694,28.46995455,4.69812592
MOZ,AFR,Low,2014,937.2654951,34.44261128,5.52596151
MOZ,AFR,Low,2015,792.6412593,28.29781169,5.35312059
MMR,SEAR,Low-Mid,2000,153.9750623,3.34035186,1.83716663
MMR,SEAR,Low-Mid,2001,158.357868,3.39619731,1.80070749
MMR,SEAR,Low-Mid,2002,245.0738618,5.19882728,2.05166089
MMR,SEAR,Low-Mid,2003,224.4235192,4.71231535,1.96287615
MMR,SEAR,Low-Mid,2004,230.0958441,4.78631374,1.94792789
MMR,SEAR,Low-Mid,2005,251.5056414,5.18754293,1.82990329
MMR,SEAR,Low-Mid,2006,275.1147149,5.63223284,1.72411189
MMR,SEAR,Low-Mid,2007,346.2727969,7.04213195,1.64862754
MMR,SEAR,Low-Mid,2008,516.8143862,10.44496719,1.84595961
MMR,SEAR,Low-Mid,2009,679.7963221,13.65033943,2.00477134
MMR,SEAR,Low-Mid,2010,769.2252584,15.33668661,1.85601806
MMR,SEAR,Low-Mid,2011,976.5535984,19.31740944,1.68695679
MMR,SEAR,Low-Mid,2012,1186.967304,23.28002468,1.94540962
MMR,SEAR,Low-Mid,2013,1227.242405,23.85394437,1.97497865
MMR,SEAR,Low-Mid,2014,3239.708872,62.39306517,4.88644105
MMR,SEAR,Low-Mid,2015,3098.264326,59.12304205,4.94925346
NAM,AFR,Up-Mid,2000,394.0124739,207.4561125,11.54233402
NAM,AFR,Up-Mid,2001,362.9555543,187.7101288,11.28639023
NAM,AFR,Up-Mid,2002,347.9791437,177.3461131,10.35271283
NAM,AFR,Up-Mid,2003,546.772921,275.2395105,11.08784962
NAM,AFR,Up-Mid,2004,727.279201,361.9694733,11.0079295
NAM,AFR,Up-Mid,2005,900.5668056,443.1495809,12.40226097
NAM,AFR,Up-Mid,2006,968.3160877,471.0318007,12.13640168
NAM,AFR,Up-Mid,2007,955.3798845,459.3360231,10.92996444
NAM,AFR,Up-Mid,2008,836.3091009,397.0371377,9.85428286
NAM,AFR,Up-Mid,2009,728.6626425,340.9681815,8.20917622
NAM,AFR,Up-Mid,2010,1068.121987,491.5041103,9.4673763
NAM,AFR,Up-Mid,2011,1205.637677,544.1533897,9.71533546
NAM,AFR,Up-Mid,2012,1196.111479,528.3331931,9.18928519
NAM,AFR,Up-Mid,2013,1098.114889,474.036438,8.63743153
NAM,AFR,Up-Mid,2014,1049.025104,442.4414354,8.1610811
NAM,AFR,Up-Mid,2015,1026.183189,423.0704522,8.92994795
NRU,WPR,Hi,2000,2.9311039,292.0298791,13.49695302
NRU,WPR,Hi,2001,2.71781421,270.3754689,14.27627927
NRU,WPR,Hi,2002,2.96714713,294.3598339,15.56524108
NRU,WPR,Hi,2003,3.47276283,343.6337646,14.40901866
NRU,WPR,Hi,2004,3.21027578,317.0329623,11.62229233
NRU,WPR,Hi,2005,3.30532875,326.8072722,12.57138542
NRU,WPR,Hi,2006,3.64379593,361.8107371,14.35041815
NRU,WPR,Hi,2007,6.05265417,605.1443882,26.18945329
NRU,WPR,Hi,2008,8.10954118,815.2750763,19.51987684
NRU,WPR,Hi,2009,5.59422243,562.5160815,10.31331704
NRU,WPR,Hi,2010,6.66275271,664.6137363,10.66173733
NRU,WPR,Hi,2011,7.0828231,693.8502258,8.24776202
NRU,WPR,Hi,2012,8.98798302,857.795669,7.45254596
NRU,WPR,Hi,2013,7.43221664,688.8059911,4.8610674
NRU,WPR,Hi,2014,10.0437038,907.2903165,5.52748897
NRU,WPR,Hi,2015,9.14343701,812.0281534,4.84315363
NPL,SEAR,Low,2000,204.7791337,8.62558028,3.57357397
NPL,SEAR,Low,2001,261.3435118,10.81640277,4.43638897
NPL,SEAR,Low,2002,268.6942468,10.93749516,4.55442776
NPL,SEAR,Low,2003,287.6028854,11.52688193,4.44882586
NPL,SEAR,Low,2004,336.2570098,13.28582893,4.61542794
NPL,SEAR,Low,2005,372.1981457,14.51614585,4.50666956
NPL,SEAR,Low,2006,363.4276658,14.00998487,4.0425083
NPL,SEAR,Low,2007,459.1280189,17.51404534,4.18959451
NPL,SEAR,Low,2008,509.1332715,19.23009454,4.35452114
NPL,SEAR,Low,2009,566.9982568,21.20324868,4.4505966
NPL,SEAR,Low,2010,809.9319872,29.9717974,4.97475029
NPL,SEAR,Low,2011,937.8507695,34.319381,5.07842356
NPL,SEAR,Low,2012,926.4571617,33.50667901,5.16786408
NPL,SEAR,Low,2013,1035.402159,36.99805929,5.68052349
NPL,SEAR,Low,2014,1172.282247,41.38941043,5.82126186
NPL,SEAR,Low,2015,1272.836763,44.4173729,6.14698721
NLD,EUR,Hi,2000,29129.3264,1836.196306,7.05640527
NLD,EUR,Hi,2001,31741.99783,1985.478759,7.4412204
NLD,EUR,Hi,2002,37018.42357,2298.526451,7.95428118
NLD,EUR,Hi,2003,48361.63849,2986.655764,8.45717556
NLD,EUR,Hi,2004,55435.51061,3409.730686,8.52118663
NLD,EUR,Hi,2005,62902.3392,3857.731373,9.27056354
NLD,EUR,Hi,2006,66718.33716,4084.576919,9.18211674
NLD,EUR,Hi,2007,77533.35304,4739.784262,9.23702289
NLD,EUR,Hi,2008,89043.56539,5427.698856,9.51053425
NLD,EUR,Hi,2009,87815.00966,5326.710194,10.23626324
NLD,EUR,Hi,2010,87008.63922,5249.393482,10.40288039
NLD,EUR,Hi,2011,94027.78044,5645.347932,10.52050133
NLD,EUR,Hi,2012,90385.66403,5402.497547,10.9036803
NLD,EUR,Hi,2013,94445.63233,5628.606942,10.89740267
NLD,EUR,Hi,2014,95515.47303,5675.55011,10.8585376
NLD,EUR,Hi,2015,80211.08202,4746.013989,10.6902779
NZL,WPR,Hi,2000,4066.966843,1053.891655,7.47008461
NZL,WPR,Hi,2001,4100.891602,1049.376129,7.57887704
NZL,WPR,Hi,2002,4939.397121,1246.313495,7.90028406
NZL,WPR,Hi,2003,6479.302293,1610.937628,7.72169243
NZL,WPR,Hi,2004,8094.196851,1983.658826,7.90095692
NZL,WPR,Hi,2005,9491.376658,2295.178203,8.27339937
NZL,WPR,Hi,2006,9635.462007,2301.87603,8.6329458
NZL,WPR,Hi,2007,11426.7382,2699.345759,8.32137708
NZL,WPR,Hi,2008,12184.75505,2848.019973,9.14237045
NZL,WPR,Hi,2009,11734.13323,2714.046971,9.67047825
NZL,WPR,Hi,2010,14158.35179,3239.851469,9.65892554
NZL,WPR,Hi,2011,16112.08624,3646.617299,9.56422827
NZL,WPR,Hi,2012,17089.73462,3825.138244,9.69944912
NZL,WPR,Hi,2013,17921.85716,3967.183188,9.40671476
NZL,WPR,Hi,2014,18871.39559,4132.392228,9.40288144
NZL,WPR,Hi,2015,16398.334,3553.628841,9.34035114
NIC,AMR,Low-Mid,2000,266.4746453,53.0108334,5.21518932
NIC,AMR,Low-Mid,2001,274.9650103,53.90678043,5.13785022
NIC,AMR,Low-Mid,2002,279.3587333,54.01645431,5.34788135
NIC,AMR,Low-Mid,2003,258.0353219,49.23512294,4.84825736
NIC,AMR,Low-Mid,2004,311.7032352,58.70445771,5.38075013
NIC,AMR,Low-Mid,2005,348.5474038,64.79385599,5.51383505
NIC,AMR,Low-Mid,2006,383.7962818,70.41860982,5.65546101
NIC,AMR,Low-Mid,2007,482.0771615,87.29951246,6.46380586
NIC,AMR,Low-Mid,2008,560.9621159,100.2701786,6.60624581
NIC,AMR,Low-Mid,2009,596.4878782,105.2641581,7.11736582
NIC,AMR,Low-Mid,2010,568.8459225,99.14140548,6.50757169
NIC,AMR,Low-Mid,2011,691.8297108,119.1203775,7.09159255
NIC,AMR,Low-Mid,2012,782.7827244,133.1918223,7.49873888
NIC,AMR,Low-Mid,2013,800.4802386,134.6307266,7.36090645
NIC,AMR,Low-Mid,2014,897.7711697,149.2802823,7.61454026
NIC,AMR,Low-Mid,2015,990.9162649,162.9251172,7.80707539
NER,AFR,Low,2000,97.46428804,8.58491322,5.65139702
NER,AFR,Low,2001,110.8059076,9.41268548,5.89175684
NER,AFR,Low,2002,128.0263118,10.48879984,5.96960163
NER,AFR,Low,2003,152.1705251,12.02276116,5.72694511
NER,AFR,Low,2004,184.110627,14.02532633,6.3552046
NER,AFR,Low,2005,242.0313022,17.77231036,7.18405405
NER,AFR,Low,2006,271.9524064,19.24364384,7.45743992
NER,AFR,Low,2007,299.8151124,20.4396103,6.99922474
NER,AFR,Low,2008,362.7938468,23.82330835,6.71422407
NER,AFR,Low,2009,367.8343636,23.26017372,6.81537987
NER,AFR,Low,2010,357.3078046,21.75313433,6.24818284
NER,AFR,Low,2011,413.5254514,24.23289025,6.45208871
NER,AFR,Low,2012,416.7880814,23.50533974,6.00368111
NER,AFR,Low,2013,466.9303491,25.3403301,6.08937704
NER,AFR,Low,2014,482.7340331,25.21038814,5.85464782
NER,AFR,Low,2015,511.8065934,25.72284735,7.1651979
NGA,AFR,Low-Mid,2000,1788.962058,14.62143591,2.6376687
NGA,AFR,Low-Mid,2001,1945.327118,15.5051321,2.66016035
NGA,AFR,Low-Mid,2002,2014.29913,15.65516931,2.14326792
NGA,AFR,Low-Mid,2003,4583.856473,34.73341285,4.45313712
NGA,AFR,Low-Mid,2004,5227.062339,38.60641656,4.01017239
NGA,AFR,Low-Mid,2005,6469.574892,46.56397869,3.81360527
NGA,AFR,Low-Mid,2006,8832.791955,61.93491616,3.87697518
NGA,AFR,Low-Mid,2007,9932.989156,67.84039782,3.78735016
NGA,AFR,Low-Mid,2008,12243.62991,81.43559997,3.70661935
NGA,AFR,Low-Mid,2009,10486.21199,67.91492142,3.52578861
NGA,AFR,Low-Mid,2010,12064.28941,76.07782636,3.26890232
NGA,AFR,Low-Mid,2011,13671.29015,83.93624495,3.30148448
NGA,AFR,Low-Mid,2012,15329.51396,91.6303815,3.32562252
NGA,AFR,Low-Mid,2013,17486.84283,101.7686886,3.39572648
NGA,AFR,Low-Mid,2014,18936.20558,107.3112984,3.33091415
NGA,AFR,Low-Mid,2015,17630.22679,97.30686106,3.56466763
NIU,WPR,Up-Mid,2000,0.60448425,318.3171394,7.92471709
NIU,WPR,Up-Mid,2001,2.67913054,1445.05423,38.13874327
NIU,WPR,Up-Mid,2002,0.83493833,466.7067242,11.10951385
NIU,WPR,Up-Mid,2003,1.13935194,649.2033822,11.37435942
NIU,WPR,Up-Mid,2004,1.43508112,836.7819916,12.15654127
NIU,WPR,Up-Mid,2005,1.38456308,822.6756284,10.11032494
NIU,WPR,Up-Mid,2006,5.81616342,3499.496641,39.96812968
NIU,WPR,Up-Mid,2007,2.02163113,1224.488872,12.11265258
NIU,WPR,Up-Mid,2008,2.52918303,1543.125703,14.4511506
NIU,WPR,Up-Mid,2009,2.52616968,1544.113498,14.51054072
NIU,WPR,Up-Mid,2010,2.10017845,1288.453036,9.83698515
NIU,WPR,Up-Mid,2011,3.40460726,2088.716111,14.02860775
NIU,WPR,Up-Mid,2012,1.79019408,1103.015452,7.27059755
NIU,WPR,Up-Mid,2013,1.81603414,1118.936621,7.28905072
NIU,WPR,Up-Mid,2014,1.9849267,1228.296224,7.65099863
NIU,WPR,Up-Mid,2015,1.41171408,866.6139236,6.31843285
NOR,EUR,Hi,2000,13206.78104,2948.931536,7.70907084
NOR,EUR,Hi,2001,13956.16424,3099.003569,8.02059332
NOR,EUR,Hi,2002,17598.43302,3889.959391,9.00549359
NOR,EUR,Hi,2003,21088.61918,4632.568491,9.21899244
NOR,EUR,Hi,2004,23332.87296,5097.343996,8.82630062
NOR,EUR,Hi,2005,25725.10671,5584.689421,8.3327719
NOR,EUR,Hi,2006,27344.75194,5892.987366,7.91631156
NOR,EUR,Hi,2007,32279.0428,6895.560521,8.05192307
NOR,EUR,Hi,2008,36798.58156,7768.050079,7.96597809
NOR,EUR,Hi,2009,35043.94567,7301.959903,9.06976916
NOR,EUR,Hi,2010,38183.09454,7859.516365,8.91031158
NOR,EUR,Hi,2011,43792.54424,8900.371875,8.79091596
NOR,EUR,Hi,2012,44723.85045,8970.119648,8.77446034
NOR,EUR,Hi,2013,46680.17021,9241.264871,8.92979596
NOR,EUR,Hi,2014,46576.08852,9118.316771,9.3462524
NOR,EUR,Hi,2015,38563.31348,7464.118016,9.97554719
OMN,EMR,Hi,2000,597.6506659,263.5154487,3.07275935
OMN,EMR,Hi,2001,599.7111561,261.3363053,3.09142016
OMN,EMR,Hi,2002,640.6374163,274.4469575,3.19555729
OMN,EMR,Hi,2003,686.4128691,287.7733698,3.1862775
OMN,EMR,Hi,2004,736.9079098,301.4245253,2.98661639
OMN,EMR,Hi,2005,804.1331573,320.2098848,2.60195828
OMN,EMR,Hi,2006,859.9995683,332.9471796,2.31084129
OMN,EMR,Hi,2007,1020.903215,383.4000993,2.42577995
OMN,EMR,Hi,2008,1225.548355,444.1979473,2.01221851
OMN,EMR,Hi,2009,1369.4093,475.0041103,2.8301945
OMN,EMR,Hi,2010,1609.164782,529.0764244,2.74407857
OMN,EMR,Hi,2011,1732.94477,535.3108763,2.55078962
OMN,EMR,Hi,2012,1955.462988,564.4051706,2.56146845
OMN,EMR,Hi,2013,2199.171634,592.5321009,2.81285737
OMN,EMR,Hi,2014,2859.522292,721.9329557,3.49589302
OMN,EMR,Hi,2015,2673.091869,636.4792381,3.82790443
PAK,EMR,Low-Mid,2000,2200.671741,15.88665574,2.59675862
PAK,EMR,Low-Mid,2001,1947.720112,13.75494595,2.35718012
PAK,EMR,Low-Mid,2002,2166.631225,14.97801017,2.3593994
PAK,EMR,Low-Mid,2003,2212.326469,14.97816878,2.60280207
PAK,EMR,Low-Mid,2004,2449.376829,16.24467407,2.72200845
PAK,EMR,Low-Mid,2005,3187.467963,20.70999194,2.6894981
PAK,EMR,Low-Mid,2006,4099.361662,26.09496126,3.08569242
PAK,EMR,Low-Mid,2007,4774.000916,29.77554022,2.86509304
PAK,EMR,Low-Mid,2008,4416.470469,26.98818286,2.90611478
PAK,EMR,Low-Mid,2009,4230.513735,25.32489896,2.62050256
PAK,EMR,Low-Mid,2010,4531.549549,26.5686252,2.52979672
PAK,EMR,Low-Mid,2011,4989.480306,28.64483945,2.91856774
PAK,EMR,Low-Mid,2012,5064.253988,28.46501237,3.24107561
PAK,EMR,Low-Mid,2013,5733.156111,31.55068096,3.34331138
PAK,EMR,Low-Mid,2014,6776.423351,36.52147697,3.03583981
PAK,EMR,Low-Mid,2015,7195.015823,37.99237688,2.61890291
PLW,WPR,Up-Mid,2000,14.0978341,735.2195098,9.46163362
PLW,WPR,Up-Mid,2001,13.0273311,671.3734849,8.14208194
PLW,WPR,Up-Mid,2002,13.7287364,701.3761316,8.37118073
PLW,WPR,Up-Mid,2003,13.8924401,705.2000051,8.68277506
PLW,WPR,Up-Mid,2004,17.6009615,888.7579024,10.05769229
PLW,WPR,Up-Mid,2005,17.2840823,868.2850548,8.95548306
PLW,WPR,Up-Mid,2006,18.2681281,912.8586898,9.36827082
PLW,WPR,Up-Mid,2007,19.2207988,955.4980513,9.80653
PLW,WPR,Up-Mid,2008,18.7085908,924.8858414,9.44878323
PLW,WPR,Up-Mid,2009,18.9631505,932.2166208,10.14072219
PLW,WPR,Up-Mid,2010,21.2437592,1037.799668,11.5455213
