Country Code,Country WHO Region,Country Income Group,Year,Expenditure,percapita,%GDP
IDN,SEAR,Low-Mid,2015,28852.64794,111.7617438,3.34743137
IRN,EMR,Up-Mid,2000,5306.245908,80.23736803,5.23884734
IRN,EMR,Up-Mid,2001,6287.262372,93.70489416,5.76876845
IRN,EMR,Up-Mid,2002,7116.776028,104.684134,5.32407459
IRN,EMR,Up-Mid,2003,7944.170267,115.4462587,5.71883768
IRN,EMR,Up-Mid,2004,9818.975793,141.0425857,5.75773737
IRN,EMR,Up-Mid,2005,12197.51833,173.2065415,5.96909041
IRN,EMR,Up-Mid,2006,14096.98304,197.9138371,5.81282592
IRN,EMR,Up-Mid,2007,17718.90733,245.989671,5.76242951
IRN,EMR,Up-Mid,2008,21812.86411,299.4399315,6.12740815
IRN,EMR,Up-Mid,2009,27085.74962,367.5755824,7.4686157
IRN,EMR,Up-Mid,2010,32873.27326,440.8524948,7.77940426
IRN,EMR,Up-Mid,2011,39609.80063,524.6916223,6.69041753
IRN,EMR,Up-Mid,2012,39702.61582,519.3035948,6.76123659
IRN,EMR,Up-Mid,2013,32037.16908,413.7277744,6.26189746
IRN,EMR,Up-Mid,2014,30008.38717,382.7058953,7.05538394
IRN,EMR,Up-Mid,2015,29044.52788,365.9822284,7.59492036
IRQ,EMR,Up-Mid,2003,721.5828549,28.15644551,3.03272832
IRQ,EMR,Up-Mid,2004,1408.017206,53.50298763,3.8430525
IRQ,EMR,Up-Mid,2005,1447.392663,53.59041149,2.89742293
IRQ,EMR,Up-Mid,2006,1569.896949,56.67925254,2.42247772
IRQ,EMR,Up-Mid,2007,2759.706959,97.2055255,3.10637202
IRQ,EMR,Up-Mid,2008,3775.651093,129.6965755,3.03573875
IRQ,EMR,Up-Mid,2009,4877.238089,163.1475118,3.76825902
IRQ,EMR,Up-Mid,2010,4474.860684,145.4638422,3.30276123
IRQ,EMR,Up-Mid,2011,5184.864103,163.4209172,2.87080235
IRQ,EMR,Up-Mid,2012,5865.034934,178.9398572,3.18465021
IRQ,EMR,Up-Mid,2013,6599.769224,194.7803022,3.18639194
IRQ,EMR,Up-Mid,2014,6541.768229,186.8752008,3.39352241
IRQ,EMR,Up-Mid,2015,5579.054917,154.477493,3.39701631
IRL,EUR,Hi,2000,5896.592135,1560.950542,5.90515553
IRL,EUR,Hi,2001,6983.868601,1822.140361,6.4002826
IRL,EUR,Hi,2002,8540.416845,2190.017813,6.67495669
IRL,EUR,Hi,2003,11513.62589,2904.407454,7.0085891
IRL,EUR,Hi,2004,14007.99141,3476.919699,7.22509094
IRL,EUR,Hi,2005,16186.10655,3936.62397,7.64651225
IRL,EUR,Hi,2006,17436.27915,4143.448853,7.5106022
IRL,EUR,Hi,2007,21059.21263,4852.221215,7.79887264
IRL,EUR,Hi,2008,25035.02399,5616.048398,9.10599391
IRL,EUR,Hi,2009,24780.60911,5480.83262,10.51131173
IRL,EUR,Hi,2010,23331.51666,5128.45058,10.5408639
IRL,EUR,Hi,2011,23902.70868,5229.3439,9.93500499
IRL,EUR,Hi,2012,22718.56137,4957.454484,10.06057951
IRL,EUR,Hi,2013,24929.37215,5429.949847,10.41887461
IRL,EUR,Hi,2014,25404.60456,5516.143534,9.91316921
IRL,EUR,Hi,2015,22020.45452,4757.117548,7.76144215
ISR,EUR,Hi,2000,9001.845569,1496.879491,6.80213165
ISR,EUR,Hi,2001,9449.093006,1541.56893,7.2291749
ISR,EUR,Hi,2002,8657.486927,1387.57677,7.15088897
ISR,EUR,Hi,2003,9001.111957,1417.605327,7.09507618
ISR,EUR,Hi,2004,9519.050162,1471.52647,7.0279496
ISR,EUR,Hi,2005,10153.56842,1537.72748,7.12714124
ISR,EUR,Hi,2006,10680.21782,1581.033934,6.93670699
ISR,EUR,Hi,2007,12354.18077,1784.593806,6.91309028
ISR,EUR,Hi,2008,15110.55816,2129.024272,7.00083628
ISR,EUR,Hi,2009,14702.2062,2022.897441,7.08821966
ISR,EUR,Hi,2010,16473.76621,2218.402526,7.05179319
ISR,EUR,Hi,2011,18311.24591,2419.314661,6.99899575
ISR,EUR,Hi,2012,18350.21559,2383.421916,7.13197051
ISR,EUR,Hi,2013,20768.49238,2655.442214,7.10052786
ISR,EUR,Hi,2014,22943.46584,2889.121687,7.43915845
ISR,EUR,Hi,2015,22226.83609,2756.117125,7.4313808
ITA,EUR,Hi,2000,86549.57937,1520.453642,7.58037235
ITA,EUR,Hi,2001,90298.0734,1585.269951,7.76886299
ITA,EUR,Hi,2002,99970.63673,1754.25531,7.89303446
ITA,EUR,Hi,2003,123297.7516,2158.177131,7.85541424
ITA,EUR,Hi,2004,147248.763,2561.030665,8.18779716
ITA,EUR,Hi,2005,154901.0098,2676.486754,8.3612048
ITA,EUR,Hi,2006,164332.2825,2830.181814,8.45968681
ITA,EUR,Hi,2007,179822.2923,3088.470097,8.16283649
ITA,EUR,Hi,2008,204697.6966,3489.985726,8.56183142
ITA,EUR,Hi,2009,196139.9916,3324.37362,8.97653684
ITA,EUR,Hi,2010,190269.4541,3214.546282,8.95361182
ITA,EUR,Hi,2011,201102.3764,3387.575618,8.83464291
ITA,EUR,Hi,2012,185643.2145,3125.611468,8.95606116
ITA,EUR,Hi,2013,190727.3232,3195.553285,8.95226727
ITA,EUR,Hi,2014,193902.0685,3190.088143,9.01144092
ITA,EUR,Hi,2015,164174.0392,2700.4258,8.99632037
JAM,AMR,Up-Mid,2000,519.4983448,195.53065,5.79903818
JAM,AMR,Up-Mid,2001,484.9090959,181.138253,5.27377455
JAM,AMR,Up-Mid,2002,471.5516876,174.9438451,4.85185299
JAM,AMR,Up-Mid,2003,429.5310824,158.3518306,4.55482657
JAM,AMR,Up-Mid,2004,489.6858026,179.452481,4.81279679
JAM,AMR,Up-Mid,2005,463.5624371,168.8953245,4.12280548
JAM,AMR,Up-Mid,2006,521.8176311,189.0452491,4.37392675
JAM,AMR,Up-Mid,2007,651.9942403,234.9133462,5.09386507
JAM,AMR,Up-Mid,2008,753.075304,269.9076614,5.49315344
JAM,AMR,Up-Mid,2009,635.8535391,226.7599661,5.24604853
JAM,AMR,Up-Mid,2010,710.933752,252.3538366,5.37769668
JAM,AMR,Up-Mid,2011,791.5404548,279.7463909,5.48140454
JAM,AMR,Up-Mid,2012,778.8199433,274.1366196,5.26143429
JAM,AMR,Up-Mid,2013,831.6153444,291.6099667,5.82503893
JAM,AMR,Up-Mid,2014,768.6913052,268.5771974,5.53112579
JAM,AMR,Up-Mid,2015,845.0984741,294.2611056,5.92552565
JPN,WPR,Hi,2000,349502.2856,2740.465025,7.15091301
JPN,WPR,Hi,2001,316706.2219,2479.623481,7.35919809
JPN,WPR,Hi,2002,307537.5969,2404.466805,7.47336461
JPN,WPR,Hi,2003,338359.269,2642.032461,7.61100288
JPN,WPR,Hi,2004,368706.7804,2875.722141,7.65719447
JPN,WPR,Hi,2005,370002.6998,2883.083247,7.78066856
JPN,WPR,Hi,2006,353724.6868,2754.157447,7.80784261
JPN,WPR,Hi,2007,356275.0832,2772.455448,7.89046068
JPN,WPR,Hi,2008,413084.0493,3213.398809,8.19951431
JPN,WPR,Hi,2009,473874.2364,3685.825237,9.05829702
JPN,WPR,Hi,2010,521945.04,4060.190083,9.15677291
JPN,WPR,Hi,2011,653720.098,5087.102201,10.61671765
JPN,WPR,Hi,2012,669367.2236,5212.06938,10.79065328
JPN,WPR,Hi,2013,556384.0612,4336.149947,10.79159414
JPN,WPR,Hi,2014,525399.2224,4099.46508,10.83580344
JPN,WPR,Hi,2015,477674.4992,3732.562266,10.89815618
JOR,EMR,Up-Mid,2000,815.2327221,159.7515098,9.63542101
JOR,EMR,Up-Mid,2001,887.1860809,170.8268327,9.88403155
JOR,EMR,Up-Mid,2002,925.2470484,174.9880186,9.65557845
JOR,EMR,Up-Mid,2003,929.4781382,172.2284717,9.11631253
JOR,EMR,Up-Mid,2004,1029.619182,185.9997312,9.0358836
JOR,EMR,Up-Mid,2005,1115.655853,195.245744,8.8624472
JOR,EMR,Up-Mid,2006,1212.976023,204.4032021,8.05590423
JOR,EMR,Up-Mid,2007,1420.310757,229.3342409,8.3007732
JOR,EMR,Up-Mid,2008,1923.43855,296.377705,8.75370349
JOR,EMR,Up-Mid,2009,2263.380282,331.8196438,9.5020163
JOR,EMR,Up-Mid,2010,2216.901408,308.6578992,8.06029139
JOR,EMR,Up-Mid,2011,2405.633803,317.5778092,8.34126926
JOR,EMR,Up-Mid,2012,2473.239437,309.442208,7.99435478
JOR,EMR,Up-Mid,2013,2469.014085,293.4598739,7.34961177
JOR,EMR,Up-Mid,2014,2656.338028,301.537718,7.4143672
JOR,EMR,Up-Mid,2015,2357.746479,257.4155191,6.28439713
KAZ,EUR,Up-Mid,2000,761.0490409,50.54331498,4.17695259
KAZ,EUR,Up-Mid,2001,768.8621607,51.12125287,3.57278648
KAZ,EUR,Up-Mid,2002,890.3415621,58.9409828,3.86737698
KAZ,EUR,Up-Mid,2003,1147.320474,75.32142822,3.84331894
KAZ,EUR,Up-Mid,2004,1716.116841,111.5381653,3.97494934
KAZ,EUR,Up-Mid,2005,2330.899278,149.9794568,4.04437725
KAZ,EUR,Up-Mid,2006,3025.278761,192.8051469,3.71702511
KAZ,EUR,Up-Mid,2007,3347.179417,211.2937572,3.24521361
KAZ,EUR,Up-Mid,2008,4880.335132,304.9985284,3.58189125
KAZ,EUR,Up-Mid,2009,4782.99556,295.5355529,4.29794485
KAZ,EUR,Up-Mid,2010,5967.685889,363.9060078,4.20254275
KAZ,EUR,Up-Mid,2011,6553.168797,393.6456546,3.62114297
KAZ,EUR,Up-Mid,2012,7853.469823,464.1207225,3.98420007
KAZ,EUR,Up-Mid,2013,8465.101692,491.9495124,3.76616703
KAZ,EUR,Up-Mid,2014,8031.254071,459.2495177,3.64226279
KAZ,EUR,Up-Mid,2015,6728.47205,379.0763653,3.88047502
KEN,AFR,Low-Mid,2000,666.8697689,21.20380056,5.24873192
KEN,AFR,Low-Mid,2001,701.720154,21.71064291,5.40367012
KEN,AFR,Low-Mid,2002,724.4834512,21.81258671,5.51032816
KEN,AFR,Low-Mid,2003,770.629847,22.57868766,5.17044946
KEN,AFR,Low-Mid,2004,814.1341045,23.21128171,5.05820339
KEN,AFR,Low-Mid,2005,947.2388757,26.27694485,5.0552042
KEN,AFR,Low-Mid,2006,1200.542666,32.40151802,4.64866932
KEN,AFR,Low-Mid,2007,1607.069159,42.19589873,5.02866341
KEN,AFR,Low-Mid,2008,1735.712818,44.33673174,4.83550885
KEN,AFR,Low-Mid,2009,1970.878829,48.9815055,5.32360521
KEN,AFR,Low-Mid,2010,2560.084987,61.91234767,6.40026309
KEN,AFR,Low-Mid,2011,2327.229341,54.77529974,5.54717065
KEN,AFR,Low-Mid,2012,2852.042564,65.34393673,5.65767376
KEN,AFR,Low-Mid,2013,3131.255372,69.85223012,5.68277723
KEN,AFR,Low-Mid,2014,3359.128845,72.98606376,5.47130015
KEN,AFR,Low-Mid,2015,3309.514969,70.06302021,5.22017671
KIR,WPR,Low-Mid,2000,5.81403348,68.88175575,8.645
KIR,WPR,Low-Mid,2001,7.66337763,89.25641907,12.14483607
KIR,WPR,Low-Mid,2002,8.44888451,96.73224543,11.69225564
KIR,WPR,Low-Mid,2003,9.62122295,108.2313173,10.67273381
KIR,WPR,Low-Mid,2004,12.69767844,140.240755,12.42136691
KIR,WPR,Low-Mid,2005,12.9149633,139.8858738,11.50462585
KIR,WPR,Low-Mid,2006,12.72871843,135.0383878,11.73847222
KIR,WPR,Low-Mid,2007,15.10226367,156.8072564,11.56942308
KIR,WPR,Low-Mid,2008,19.8367974,201.5115543,14.24638554
KIR,WPR,Low-Mid,2009,17.81773466,177.1710152,13.68005988
KIR,WPR,Low-Mid,2010,14.35982546,139.8884139,9.3739521
KIR,WPR,Low-Mid,2011,15.57841494,148.8535291,8.78063953
KIR,WPR,Low-Mid,2012,16.38349878,153.6726176,8.69406593
KIR,WPR,Low-Mid,2013,17.53296421,161.5420299,9.36154639
KIR,WPR,Low-Mid,2014,17.82671211,161.3890539,9.60014563
KIR,WPR,Low-Mid,2015,12.18270309,108.3802885,7.61327578
KWT,EMR,Hi,2000,948.6503704,462.5890692,2.51506011
KWT,EMR,Hi,2001,1258.634075,596.6914412,3.60747664
KWT,EMR,Hi,2002,1362.226352,635.4162622,3.57204487
KWT,EMR,Hi,2003,1546.920065,713.1562531,3.23118762
KWT,EMR,Hi,2004,1638.954869,742.3007924,2.75736868
KWT,EMR,Hi,2005,1921.232877,843.8959269,2.37780377
KWT,EMR,Hi,2006,2288.264618,962.5646933,2.25317701
KWT,EMR,Hi,2007,2445.340827,976.8039702,2.13317127
KWT,EMR,Hi,2008,2849.401646,1074.297279,1.93337675
KWT,EMR,Hi,2009,4100.277213,1454.546272,3.86933454
KWT,EMR,Hi,2010,3182.062213,1061.365617,2.75702785
KWT,EMR,Hi,2011,4032.916425,1263.820736,2.61810894
KWT,EMR,Hi,2012,4479.602377,1319.254454,2.5737754
KWT,EMR,Hi,2013,4502.988546,1251.39154,2.5854337
KWT,EMR,Hi,2014,5200.881592,1375.003395,3.19758021
KWT,EMR,Hi,2015,4600.268112,1168.828478,4.03326864
KGZ,EUR,Low-Mid,2000,60.47736239,12.29035324,4.41415651
KGZ,EUR,Low-Mid,2001,65.31894663,13.16226943,4.27701524
KGZ,EUR,Low-Mid,2002,73.73697992,14.77491574,4.5922138
KGZ,EUR,Low-Mid,2003,111.9068594,22.3265869,5.82384903
KGZ,EUR,Low-Mid,2004,137.2199296,27.23736869,6.20283291
KGZ,EUR,Low-Mid,2005,183.2907395,36.11369779,7.45009192
KGZ,EUR,Low-Mid,2006,235.5713468,45.94963004,8.31183165
KGZ,EUR,Low-Mid,2007,263.5985,50.79243196,6.93212131
KGZ,EUR,Low-Mid,2008,338.8058972,64.3836884,6.59160856
KGZ,EUR,Low-Mid,2009,327.3686748,61.29603044,6.98004967
KGZ,EUR,Low-Mid,2010,339.4080692,62.59442546,7.0793229
KGZ,EUR,Low-Mid,2011,443.8010091,80.59436468,7.1606608
KGZ,EUR,Low-Mid,2012,563.7629506,100.7779883,8.53521585
KGZ,EUR,Low-Mid,2013,600.5521478,105.660175,8.18745588
KGZ,EUR,Low-Mid,2014,620.8013616,107.5061505,8.31271203
KGZ,EUR,Low-Mid,2015,540.0667916,92.07670398,8.21788363
LAO,WPR,Low-Mid,2000,77.01469625,14.45117341,4.70264686
LAO,WPR,Low-Mid,2001,78.88189119,14.56845517,4.75526139
LAO,WPR,Low-Mid,2002,73.90351227,13.44366785,4.20313917
LAO,WPR,Low-Mid,2003,100.0040582,17.92297916,4.96522285
LAO,WPR,Low-Mid,2004,117.4324909,20.73092314,4.94231501
LAO,WPR,Low-Mid,2005,131.3790342,22.83254093,4.83582959
LAO,WPR,Low-Mid,2006,145.9592621,24.95304818,4.12145398
LAO,WPR,Low-Mid,2007,147.4537372,24.7830279,3.49919442
LAO,WPR,Low-Mid,2008,159.6091165,26.37212587,3.01994289
LAO,WPR,Low-Mid,2009,225.7405154,36.69362719,4.04189518
LAO,WPR,Low-Mid,2010,218.4951224,34.98007331,3.19253201
LAO,WPR,Low-Mid,2011,174.2641141,27.51471885,2.16192489
LAO,WPR,Low-Mid,2012,211.6107292,32.98599447,2.25182817
LAO,WPR,Low-Mid,2013,286.5955886,44.1285816,2.66362486
LAO,WPR,Low-Mid,2014,304.9696067,46.37335713,2.57288668
LAO,WPR,Low-Mid,2015,353.0920093,52.98525778,2.80561369
LVA,EUR,Hi,2000,616.3352601,258.7779227,8.23325483
LVA,EUR,Hi,2001,689.2884554,292.8924712,9.2754074
LVA,EUR,Hi,2002,788.4830729,339.723404,8.85355766
LVA,EUR,Hi,2003,925.9745763,402.7044461,8.8181052
LVA,EUR,Hi,2004,1286.914734,565.299112,8.8529169
LVA,EUR,Hi,2005,1423.965332,632.9511231,8.5163657
LVA,EUR,Hi,2006,1769.437331,794.2268418,8.86383542
LVA,EUR,Hi,2007,2551.305795,1155.043278,8.6271369
LVA,EUR,Hi,2008,2866.9527,1308.029756,7.92479645
LVA,EUR,Hi,2009,2289.610672,1058.615997,7.64328038
LVA,EUR,Hi,2010,2063.047138,972.9041483,7.51361289
LVA,EUR,Hi,2011,2229.568388,1074.69537,7.82503769
LVA,EUR,Hi,2012,2185.772987,1068.935393,5.76059881
LVA,EUR,Hi,2013,2329.48883,1151.032738,7.9132163
LVA,EUR,Hi,2014,2451.460497,1224.831222,8.3510914
LVA,EUR,Hi,2015,1556.792725,783.8456574,8.49478505
LBN,EMR,Up-Mid,2000,1841.236752,569.0968971,10.67522173
LBN,EMR,Up-Mid,2001,1829.381918,544.4817531,10.39735048
LBN,EMR,Up-Mid,2002,1743.549559,494.9276844,9.1327344
LBN,EMR,Up-Mid,2003,1689.64265,456.4795577,8.55576331
LBN,EMR,Up-Mid,2004,1692.600123,438.1266227,8.07645582
LBN,EMR,Up-Mid,2005,1622.75268,407.0260646,7.62348364
LBN,EMR,Up-Mid,2006,1907.280543,470.0803586,8.75019148
LBN,EMR,Up-Mid,2007,2125.168883,520.050548,8.64694222
LBN,EMR,Up-Mid,2008,2276.388367,553.7247244,7.89521561
LBN,EMR,Up-Mid,2009,2480.581395,592.9928013,7.05907889
LBN,EMR,Up-Mid,2010,2859.696286,659.3505459,7.52354651
LBN,EMR,Up-Mid,2011,3265.010746,711.584325,8.14712434
LBN,EMR,Up-Mid,2012,3508.130935,713.5562772,7.95491552
LBN,EMR,Up-Mid,2013,3569.044367,676.4547704,7.49824263
LBN,EMR,Up-Mid,2014,3669.584839,654.8995398,7.35766012
LBN,EMR,Up-Mid,2015,3775.208705,645.1717088,7.43147196
LSO,AFR,Low-Mid,2000,53.340708,28.54430168,5.78127997
LSO,AFR,Low-Mid,2001,53.19902196,28.20800176,6.29207309
LSO,AFR,Low-Mid,2002,45.34783113,23.83827213,5.88162914
LSO,AFR,Low-Mid,2003,68.40764426,35.66432994,5.97008157
LSO,AFR,Low-Mid,2004,85.7068557,44.32208444,5.86793782
LSO,AFR,Low-Mid,2005,86.15216326,44.19095309,5.29394041
LSO,AFR,Low-Mid,2006,101.6649669,51.72047224,5.90875738
LSO,AFR,Low-Mid,2007,135.2709539,68.2398431,6.97579596
LSO,AFR,Low-Mid,2008,144.2904629,72.1477566,7.50781469
LSO,AFR,Low-Mid,2009,167.1421632,82.77605893,8.32828548
LSO,AFR,Low-Mid,2010,162.6559658,79.71178656,6.24850681
LSO,AFR,Low-Mid,2011,211.7968639,102.6065074,7.21232947
LSO,AFR,Low-Mid,2012,214.275418,102.5276555,7.68609953
LSO,AFR,Low-Mid,2013,208.425706,98.43654719,7.91520562
LSO,AFR,Low-Mid,2014,221.0976196,103.0381047,8.61609506
LSO,AFR,Low-Mid,2015,197.5667581,90.85011948,8.36260694
LBR,AFR,Low,2000,20.212934,7.0073773,3.8205154
LBR,AFR,Low,2001,19.20286789,6.41993329,3.68582718
LBR,AFR,Low,2002,15.79231495,5.15606312,2.90830301
LBR,AFR,Low,2003,14.3923818,4.61851916,3.45965039
LBR,AFR,Low,2004,37.32556409,11.75084989,7.86291897
LBR,AFR,Low,2005,46.78165065,14.34478729,8.50567566
LBR,AFR,Low,2006,48.78070421,14.44995412,8.07582687
LBR,AFR,Low,2007,75.80191803,21.57796337,10.25694971
LBR,AFR,Low,2008,93.75176524,25.59430642,11.02908057
LBR,AFR,Low,2009,122.2876024,32.08361643,10.58634239
LBR,AFR,Low,2010,129.0071299,32.67554342,9.97967465
LBR,AFR,Low,2011,162.7072412,39.97556887,10.52849576
LBR,AFR,Low,2012,161.1121107,38.5291602,9.28331708
LBR,AFR,Low,2013,178.4166667,41.62495422,9.16600505
LBR,AFR,Low,2014,283.7934476,64.63458129,14.09800197
LBR,AFR,Low,2015,311.7794123,69.29014961,15.18650331
LBY,EMR,Up-Mid,2000,1310.942133,244.7727934,3.42542057
LBY,EMR,Up-Mid,2001,1382.094649,254.0350855,4.05162821
LBY,EMR,Up-Mid,2002,1001.049401,181.1029732,4.89009927
LBY,EMR,Up-Mid,2003,1066.153106,189.8436998,4.10041168
LBY,EMR,Up-Mid,2004,1152.134603,201.9602587,3.49171287
LBY,EMR,Up-Mid,2005,1229.635577,212.2737453,2.59774676
LBY,EMR,Up-Mid,2006,1381.945299,234.9673675,2.51431359
LBY,EMR,Up-Mid,2007,1645.928018,275.6831191,2.43791212
LBY,EMR,Up-Mid,2008,1945.740898,321.4465266,2.32850697
LBY,EMR,Up-Mid,2009,2177.011087,355.6595715,3.87124747
LBY,EMR,Up-Mid,2010,2470.813203,400.5117737,3.36638775
LBY,EMR,Up-Mid,2011,1936.033312,312.5911035,4.98422713
LBY,EMR,Up-Mid,2012,,,
LBY,EMR,Up-Mid,2013,,,
LBY,EMR,Up-Mid,2014,,,
LBY,EMR,Up-Mid,2015,,,
LTU,EUR,Hi,2000,717.8400295,204.3920571,5.82726171
LTU,EUR,Hi,2001,740.1772129,212.2677481,5.82620029
LTU,EUR,Hi,2002,886.39789,256.5820635,6.18989357
LTU,EUR,Hi,2003,1175.208851,342.4770154,6.24531302
LTU,EUR,Hi,2004,1247.050056,366.8950001,5.50508014
LTU,EUR,Hi,2005,1471.538653,438.5818673,5.63745096
LTU,EUR,Hi,2006,1763.894116,536.164919,5.83906442
LTU,EUR,Hi,2007,2288.529975,704.1667527,5.75743698
LTU,EUR,Hi,2008,3008.927265,936.6004426,6.28817328
LTU,EUR,Hi,2009,2753.126737,864.7145905,7.35535441
LTU,EUR,Hi,2010,2529.466296,805.0558934,6.8146869
LTU,EUR,Hi,2011,2823.971079,925.1071809,6.4939425
LTU,EUR,Hi,2012,2694.333804,897.0225817,6.28819546
LTU,EUR,Hi,2013,2850.504514,959.1506169,6.13391768
LTU,EUR,Hi,2014,2999.203927,1018.934078,6.17791746
LTU,EUR,Hi,2015,2697.127648,923.2748202,6.51478014
LUX,EUR,Hi,2000,1254.843141,2894.010934,5.90140125
LUX,EUR,Hi,2001,1363.594957,3106.138853,6.41021963
LUX,EUR,Hi,2002,1591.23977,3583.469812,6.73757805
LUX,EUR,Hi,2003,2060.41416,4596.061031,6.9711736
LUX,EUR,Hi,2004,2548.276868,5601.100906,7.34654114
LUX,EUR,Hi,2005,2683.007511,5817.070683,7.18410975
LUX,EUR,Hi,2006,2845.670967,6066.416322,6.70957809
LUX,EUR,Hi,2007,3172.317892,6661.916205,6.23422425
LUX,EUR,Hi,2008,3651.512067,7547.580848,6.53786397
LUX,EUR,Hi,2009,3770.160993,7639.637271,7.33959136
LUX,EUR,Hi,2010,3741.182314,7451.574721,7.03065126
LUX,EUR,Hi,2011,3667.514649,7165.353721,6.1120571
LUX,EUR,Hi,2012,3724.726132,7096.703518,6.57173882
LUX,EUR,Hi,2013,4047.079036,7535.91273,6.54780307
LUX,EUR,Hi,2014,4154.054961,7557.224133,6.26572665
LUX,EUR,Hi,2015,3510.60656,6236.000838,6.04774196
MDG,AFR,Low,2000,207.3018211,13.14799085,5.34605251
MDG,AFR,Low,2001,259.8438996,15.9796437,5.73662171
MDG,AFR,Low,2002,258.312311,15.40772492,5.87437022
MDG,AFR,Low,2003,262.6836606,15.20235645,4.79875556
MDG,AFR,Low,2004,240.9919261,13.53659308,5.52235649
MDG,AFR,Low,2005,277.7444156,15.14689405,5.51235821
MDG,AFR,Low,2006,309.2678867,16.38048182,5.6075183
MDG,AFR,Low,2007,387.6115692,19.94551215,5.27872174
MDG,AFR,Low,2008,435.6517674,21.78643476,4.62819104
MDG,AFR,Low,2009,434.6183876,21.12965292,5.08208917
MDG,AFR,Low,2010,468.5673363,22.15276623,5.36737154
MDG,AFR,Low,2011,494.7797964,22.75482694,5.00145865
MDG,AFR,Low,2012,377.0850159,16.8744002,3.80134218
MDG,AFR,Low,2013,427.8847083,18.63516343,4.03600814
MDG,AFR,Low,2014,520.6679168,22.07173841,4.87813521
MDG,AFR,Low,2015,510.0076737,21.0450533,5.23778965
MWI,AFR,Low,2000,75.89055474,6.67100979,4.35275504
MWI,AFR,Low,2001,63.54815493,5.43338742,3.7021893
MWI,AFR,Low,2002,135.6072039,11.28770319,3.87937118
MWI,AFR,Low,2003,150.023273,12.16074242,4.67483494
MWI,AFR,Low,2004,199.3111651,15.72345911,5.73337276
MWI,AFR,Low,2005,221.3662213,16.97631346,6.05505204
MWI,AFR,Low,2006,276.5199721,20.59085392,6.91642471
MWI,AFR,Low,2007,339.7029705,24.54329393,7.66315728
MWI,AFR,Low,2008,457.5121781,32.05834745,8.59821658
MWI,AFR,Low,2009,511.9850118,34.79434998,8.26965939
MWI,AFR,Low,2010,503.9775839,33.22835282,7.24141347
MWI,AFR,Low,2011,599.8000209,38.38077056,7.49375034
MWI,AFR,Low,2012,511.1538651,31.75400262,8.47897135
MWI,AFR,Low,2013,639.0370109,38.54927575,11.57910481
MWI,AFR,Low,2014,587.3665336,34.41162976,9.71204801
MWI,AFR,Low,2015,601.4297772,34.22346802,9.33097184
MYS,WPR,Up-Mid,2000,2452.248158,105.765963,2.43474999
MYS,WPR,Up-Mid,2001,2671.209211,112.7144476,2.68089571
MYS,WPR,Up-Mid,2002,2953.417895,122.0480583,2.72719028
MYS,WPR,Up-Mid,2003,3572.987895,144.7215714,3.0191623
MYS,WPR,Up-Mid,2004,3999.700263,158.8815026,2.98560731
MYS,WPR,Up-Mid,2005,4338.986862,169.0993572,2.92701948
MYS,WPR,Up-Mid,2006,5489.936342,209.9918711,3.26734064
MYS,WPR,Up-Mid,2007,6520.572684,244.8963661,3.2620223
MYS,WPR,Up-Mid,2008,7389.928561,272.5797556,3.10010891
MYS,WPR,Up-Mid,2009,7151.759452,259.071191,3.42375414
MYS,WPR,Up-Mid,2010,8490.222327,302.0110645,3.32926452
MYS,WPR,Up-Mid,2011,10352.70518,361.538638,3.47462569
MYS,WPR,Up-Mid,2012,11413.58685,391.2721437,3.62978231
MYS,WPR,Up-Mid,2013,11875.12503,399.7453584,3.67336724
MYS,WPR,Up-Mid,2014,13150.95858,435.0585941,3.88997781
MYS,WPR,Up-Mid,2015,11847.47405,385.6203588,3.99868581
MDV,SEAR,Up-Mid,2000,45.90786796,163.7321244,7.3535058
MDV,SEAR,Up-Mid,2001,63.91023261,222.66279,7.96582482
MDV,SEAR,Up-Mid,2002,64.28354399,218.398198,7.05742389
MDV,SEAR,Up-Mid,2003,66.88605075,221.3238214,6.41035558
MDV,SEAR,Up-Mid,2004,89.92063394,289.6713,7.47941096
MDV,SEAR,Up-Mid,2005,98.4625802,308.8188919,8.79283515
MDV,SEAR,Up-Mid,2006,118.3779241,361.6017426,8.02728015
MDV,SEAR,Up-Mid,2007,155.7625655,463.4825052,8.92110914
MDV,SEAR,Up-Mid,2008,244.1847627,707.6711548,11.57295182
MDV,SEAR,Up-Mid,2009,228.7184188,645.1841287,10.64173956
MDV,SEAR,Up-Mid,2010,216.4401572,593.7822376,9.31557715
MDV,SEAR,Up-Mid,2011,248.9414897,663.6121507,10.16275787
MDV,SEAR,Up-Mid,2012,212.639361,550.5896147,8.44382385
MDV,SEAR,Up-Mid,2013,307.0261785,772.5930957,10.98431332
MDV,SEAR,Up-Mid,2014,403.5698569,988.5433498,13.04289847
MDV,SEAR,Up-Mid,2015,394.9488648,943.9436734,11.49687913
MLI,AFR,Low,2000,150.7382677,13.74384831,5.10262867
MLI,AFR,Low,2001,148.7188712,13.16881906,4.29165196
MLI,AFR,Low,2002,169.3258135,14.54822978,4.35311948
MLI,AFR,Low,2003,218.3356917,18.18686912,4.64197915
MLI,AFR,Low,2004,283.7982954,22.90190834,5.21259329
MLI,AFR,Low,2005,311.3539613,24.32687919,4.98562701
MLI,AFR,Low,2006,362.4559541,27.40260076,5.25313737
